data,id,type
"{'AangebodenSindsTekst': '6+ maanden', 'AanmeldDatum': '/Date(1262300400000+0100)/', 'AantalBeschikbaar': None, 'AantalKamers': 6, 'AantalKavels': None, 'Aanvaarding': 'In overleg', 'Adres': 'Sloestraat 19', 'Afstand': 0, 'BronCode': 'VBO', 'ChildrenObjects': [], 'DatumAanvaarding': None, 'DatumOndertekeningAkte': None, 'Foto': 'http://cloud.funda.nl/valentina_media/078/151/302_klein.jpg', 'FotoLarge': 'http://cloud.funda.nl/valentina_media/078/151/302_groot.jpg', 'FotoLargest': 'http://cloud.funda.nl/valentina_media/078/151/302_grotere.jpg', 'FotoMedium': 'http://cloud.funda.nl/valentina_media/078/151/302_middel.jpg', 'FotoSecure': 'http://cloud.funda.nl/valentina_media/078/151/302_klein.jpg', 'GewijzigdDatum': '/Date(1490008539000+0100)/', 'GlobalId': 3022972, 'GroupByObjectType': 'dbc9be2b-6342-4962-ba1a-ad72cdcddcb3', 'Heeft360GradenFoto': False, 'HeeftBrochure': False, 'HeeftOpenhuizenTopper': False, 'HeeftOverbruggingsgrarantie': False, 'HeeftPlattegrond': False, 'HeeftTophuis': False, 'HeeftVeiling': False, 'HeeftVideo': False, 'HuurPrijsTot': None, 'Huurprijs': None, 'HuurprijsFormaat': None, 'Id': 3022972, 'InUnitsVanaf': None, 'IndProjectObjectType': False, 'IndTransactieMakelaarTonen': None, 'IsSearchable': True, 'IsVerhuurd': False, 'IsVerkocht': False, 'IsVerkochtOfVerhuurd': False, 'Koopprijs': 215000, 'KoopprijsFormaat': '<[KoopPrijs]> <{kosten koper|kort}>', 'KoopprijsTot': None, 'MakelaarId': 63093, 'MakelaarNaam': 'Huizenpartner B.V.', 'MobileURL': 'http://m.funda.nl/koop/lewedorp/huis-85831971-sloestraat-19/', 'Note': None, 'OpenHuis': [], 'Oppervlakte': 0, 'Perceeloppervlakte': 230, 'Postcode': '4456AN', 'Prijs': {'GeenExtraKosten': None, 'HuurAbbreviation': '', 'Huurprijs': None, 'HuurprijsOpAanvraag': '', 'HuurprijsTot': None, 'KoopAbbreviation': 'k.k.', 'Koopprijs': 215000, 'KoopprijsOpAanvraag': '', 'KoopprijsTot': None, 'OriginelePrijs': None, 'VeilingText': ''}, 'PrijsGeformatteerdHtml': '<span class=""price-wrapper""><span class=""price"">&euro;&nbsp;215.000</span> <abbr class=""price-ext"">k.k.</abbr></span>', 'PrijsGeformatteerdTextHuur': '<span class=""price-wrapper""><span class=""price"">&euro;&nbsp;215.000</span> <abbr class=""price-ext"">k.k.</abbr></span>', 'PrijsGeformatteerdTextKoop': '<span class=""price-wrapper""><span class=""price"">&euro;&nbsp;215.000</span> <abbr class=""price-ext"">k.k.</abbr></span>', 'Producten': [], 'Project': None, 'ProjectNaam': None, 'PromoLabel': {'HasPromotionLabel': False, 'PromotionPhotos': [], 'PromotionPhotosSecure': None, 'PromotionType': 0, 'RibbonColor': 0, 'RibbonText': None, 'Tagline': None}, 'PublicatieDatum': '/Date(1431387323000+0200)/', 'PublicatieStatus': 0, 'SavedDate': None, 'Soort-aanbod': 'woonhuis', 'SoortAanbod': 10, 'StartOplevering': None, 'TimeAgoText': None, 'TransactieAfmeldDatum': None, 'TransactieMakelaarId': None, 'TransactieMakelaarNaam': None, 'TypeProject': 0, 'URL': 'http://www.funda.nl/koop/lewedorp/huis-85831971-sloestraat-19/', 'VerkoopStatus': 'Beschikbaar', 'WGS84_X': 3.750296, 'WGS84_Y': 51.4944725, 'WoonOppervlakteTot': 116, 'Woonoppervlakte': 116, 'Woonplaats': 'Lewedorp', 'ZoekType': [10], 'AangebodenSinds': '/Date(1431387323000+0200)/', 'AantalBadkamers': None, 'AantalSlaapkamers': None, 'AantalWoonlagen': '1 woonlaag', 'AfgekochtDatum': None, 'BalkonDakterras': None, 'BedrijfsruimteCombinatieObject': None, 'BezichtingDagdelen': [], 'BezichtingDagen': [], 'BijdrageVVE': None, 'Bijzonderheden': '', 'Bouwjaar': '2002', 'Bouwvorm': 'bestaande bouw', 'ContactpersoonEmail': '', 'ContactpersoonTelefoon': '', 'Cv': 'Nefit (gas gestookt combiketel uit 2002, Eigendom)', 'Deeplink': None, 'DetailInfo': {'HasPromotionLabel': False, 'PromotionLabelType': 0, 'RibbonColor': 0, 'RibbonText': None, 'Tagline': None}, 'EigendomsSituatie': 'volle eigendom', 'Energielabel': {'Definitief': False, 'Index': None, 'Label': 'B', 'NietBeschikbaar': False, 'NietVerplicht': False}, 'ErfpachtBedrag': 0, 'Garage': 'aangebouwde stenen', 'GarageIsolatie': 'geen spouw', 'GarageVoorzieningen': None, 'GelegenOp': None, 'HoofdFoto': 'http://cloud.funda.nl/valentina_media/078/151/302_groot.jpg', 'HoofdFotoSecure': 'http://cloud.funda.nl/valentina_media/078/151/302_groot.jpg', 'HoofdTuinType': None, 'IndBasisPlaatsing': False, 'IndFotos': True, 'IndIpix': False, 'IndOpenhuizenTopper': False, 'IndPDF': False, 'IndPlattegrond': False, 'IndTop': False, 'IndVeilingProduct': False, 'IndVideo': False, 'Inhoud': 359, 'InternalId': 'dbc9be2b-6342-4962-ba1a-ad72cdcddcb3', 'IsIngetrokken': False, 'Isolatie': 'vloerisolatie, volledig geïsoleerd en dubbel glas', 'Kenmerken': [], 'KenmerkenKort': {'Ad': None, 'Kenmerken': [{'Naam': 'Vraagprijs', 'NaamCss': None, 'Waarde': '<span class=""price-wrapper"">€\xa0215.000 k.k.</span>', 'WaardeCss': None}, {'Naam': 'Aangeboden sinds', 'NaamCss': None, 'Waarde': '6+ maanden', 'WaardeCss': None}, {'Naam': 'Soort appartement', 'NaamCss': None, 'Waarde': 'Eengezinswoning, 2-onder-1-kapwoning', 'WaardeCss': None}, {'Naam': 'Woonoppervlakte', 'NaamCss': None, 'Waarde': '116&nbsp;m&sup2;', 'WaardeCss': None}, {'Naam': 'Aantal kamers', 'NaamCss': None, 'Waarde': '6 kamers (5 slaapkamers)', 'WaardeCss': None}, {'Naam': 'Inhoud', 'NaamCss': None, 'Waarde': '359&nbsp;m&sup3;', 'WaardeCss': None}, {'Naam': 'Bouwvorm', 'NaamCss': None, 'Waarde': 'Bestaande bouw', 'WaardeCss': None}, {'Naam': 'Bouwjaar', 'NaamCss': None, 'Waarde': '2002', 'WaardeCss': None}], 'SubKenmerk': None, 'Titel': None}, 'KenmerkenTitel': '', 'Ligging': 'aan rustige weg', 'Makelaar': 'Huizenpartner B.V.', 'MakelaarTelefoon': '06-57120123', 'MedeAanbieders': [], 'Media': [], 'Media-Foto': [], 'ObjectType': 'woonhuis', 'ObjectTypeMetVoorvoegsel': 'deze woning', 'OpenHuizen': [], 'PerceelOppervlakte': 230, 'PermanenteBewoning': 'permanente bewoning is toegestaan', 'Plaats': 'Lewedorp', 'PrijsGeformatteerd': '<span class=""price-wrapper""><span class=""price"">&euro;&nbsp;215.000</span> <abbr class=""price-ext"">k.k.</abbr></span>', 'SchuurBerging': None, 'SchuurBergingIsolatie': None, 'SchuurBergingVoorzieningen': None, 'ScrambledId': '85831971', 'ServiceKosten': None, 'SoortDak': 'zadeldak', 'SoortGarage': 'eengezinswoning, 2-onder-1-kapwoning', 'SoortParkeergelegenheid': 'eengezinswoning, 2-onder-1-kapwoning', 'SoortPlaatsing': 1, 'SoortWoning': 'eengezinswoning, 2-onder-1-kapwoning', 'Titels': [{'Omschrijving': 'Huis te koop: Sloestraat 19 4456 AN Lewedorp', 'Pagina': 0}, {'Omschrijving': 'Huis te koop: Sloestraat 19 4456 AN Lewedorp - Omschrijving', 'Pagina': 1}, {'Omschrijving': 'Huis te koop: Sloestraat 19 4456 AN Lewedorp - Kenmerken', 'Pagina': 2}, {'Omschrijving': ""Huis te koop: Sloestraat 19 4456 AN Lewedorp - Foto's"", 'Pagina': 3}, {'Omschrijving': 'Huis te koop: Sloestraat 19 4456 AN Lewedorp - Buurtinformatie', 'Pagina': 4}, {'Omschrijving': ""Huis te koop: Sloestraat 19 4456 AN Lewedorp - Foto's"", 'Pagina': 5}, {'Omschrijving': 'Huis te koop: Sloestraat 19 4456 AN Lewedorp - Kaart', 'Pagina': 6}, {'Omschrijving': 'Huis te koop: Sloestraat 19 4456 AN Lewedorp - Hypotheek', 'Pagina': 7}, {'Omschrijving': 'Huis te koop: Sloestraat 19 4456 AN Lewedorp - Print', 'Pagina': 8}, {'Omschrijving': ""Huis te koop: Sloestraat 19 4456 AN Lewedorp - 360&deg; foto's"", 'Pagina': 9}, {'Omschrijving': 'Huis te koop: Sloestraat 19 4456 AN Lewedorp - Video', 'Pagina': 10}, {'Omschrijving': 'Huis te koop: Sloestraat 19 4456 AN Lewedorp - Plattegrond', 'Pagina': 11}, {'Omschrijving': 'Huis te koop: Sloestraat 19 4456 AN Lewedorp - Slideshow', 'Pagina': 12}, {'Omschrijving': 'Huis te koop: Sloestraat 19 4456 AN Lewedorp - Reageer', 'Pagina': 13}, {'Omschrijving': 'Huis te koop: Sloestraat 19 4456 AN Lewedorp - Bezichtiging', 'Pagina': 14}, {'Omschrijving': 'Huis te koop: Sloestraat 19 4456 AN Lewedorp - Brochure', 'Pagina': 15}, {'Omschrijving': 'Huis te koop: Sloestraat 19 4456 AN Lewedorp - Voorwaarden', 'Pagina': 16}, {'Omschrijving': 'Huis te koop: Sloestraat 19 4456 AN Lewedorp - Openhuis', 'Pagina': 17}, {'Omschrijving': 'Huis te koop: Sloestraat 19 4456 AN Lewedorp - Doorsturen', 'Pagina': 18}, {'Omschrijving': 'Huis te koop: Sloestraat 19 4456 AN Lewedorp - Routeplanner', 'Pagina': 19}, {'Omschrijving': 'Huis te koop: Sloestraat 19 4456 AN Lewedorp - Kadaster', 'Pagina': 20}, {'Omschrijving': 'Huis te koop: Sloestraat 19 4456 AN Lewedorp - Overbruggingsgarantie', 'Pagina': 21}, {'Omschrijving': 'Huis te koop: Sloestraat 19 4456 AN Lewedorp - CarrouselBanner', 'Pagina': 22}, {'Omschrijving': 'Huis te koop: Sloestraat 19 4456 AN Lewedorp - Carrousel', 'Pagina': 23}, {'Omschrijving': 'Huis te koop: Sloestraat 19 4456 AN Lewedorp - MeldEenFout', 'Pagina': 24}, {'Omschrijving': 'Huis te koop: Sloestraat 19 4456 AN Lewedorp - Woningtypen', 'Pagina': 25}], 'ToonBezichtigingMaken': False, 'ToonBrochureAanvraag': True, 'ToonMakelaarWoningaanbod': False, 'ToonReageren': True, 'TuinLigging': None, 'Veiling': {'EindDatum': None, 'Link': None, 'StartDatum': None, 'VeilingPartij': None}, 'Verwarming': 'C.V.-ketel', 'Video': None, 'VolledigeOmschrijving': ""Ruime 2 onder 1 kap woning met garage en zonnige achtertuin op het zuiden.\n \nObjectomschrijving\nGelegen in de kern van het vriendelijke Lewedorp.\nCentraal gelegen tussen de steden Goes, Middelburg en Vlissingen (allen bereikbaar in 15 auto minuten) staat deze goed onderhouden ruime 2-onder-1 kap woning (2002). De buurt / straat is rustig en kindvriendelijk. \nDeze woning heeft maar liefst 5 slaapkamers, een ruime garage met oprit, een groot dakterras en een gezellige, rustig gelegen en verzorgde tuin.\n \nMeer foto's kunt u vinden op de facebookpagina: Dit huis is te koop, Lewedorp\n\nBegane grond\nVia de entree kom je binnen in een hal waar zich het zwevend toilet met wastafeltje, de meterkast en de trap naar de eerste verdieping bevinden. \nVan daaruit kom je in een ruime en lichte L-vormige woonkamer met een gezellige gashaard. \nDe woonkamer heeft 3 ramen aan de voorzijde van het huis en openslaande tuindeuren naar het terras en tuin. \nDe wanden en het plafond van de woonkamer zijn gespoten stucwerk. Op de vloer ligt een antraciet flexxfloor. \nDe keuken is een moderne en lichte inbouwkeuken (Bruynzeel) v.v. alle benodigde apparatuur (grote koelkast, 90 cm brede Boretti heteluchtoven, een vijf-pits gasfornuis met wokbrander, afzuigkap, combi-magnetron en natuurlijk een vaatwasser). \nAansluitend vindt je de bijkeuken met daarin, over de hele breedte, een grote en diepe vaste voorraadkast met 3 schuifdeuren. \nAchter deze schuifdeuren is ook de wasmachineaansluiting. Via de bijkeuken kun je de ruime, inpandige, garage bereiken.\n \nTuin\nEr is een goed onderhouden tuin aan zowel de achterzijde als de voorzijde van het huis.\nAan de zijkant van het huis is een afdak gemaakt waar alle ruimte is voor de verschillende afvalcontainers en nog veel meer. \nDe rustig gelegen en gezellige achtertuin is aangelegd met veel vaste planten en groen en heeft twee terrassen en een grote vijver. \nDe achtertuin is bereikbaar via de garage, bijkeuken en woonkamer en heeft ook een poort aan de zijkant van het huis. \nDe tuin ligt op het zuiden.\n \nEerste verdieping\nOp de eerste verdieping vind je 3 slaapkamers waarvan er 1 momenteel in gebruik is als werk-/hobbykamer. \nDeze werk-/hobbykamer bevindt zich samen met de ouderslaapkamer aan de voorzijde van het huis. \nAlle slaapkamers, ook de twee op de zolderverdieping, zijn voorzien van een laminaatvloer. \nAan de achterzijde bevindt zich nog een slaapkamer en een moderne en lichte badkamer. \nDe badkamer is v.v. een ligbad en een aparte douchecabine, een zwevend toilet en een wastafelmeubel met spiegel en verlichting. \nDe badkamer is betegeld met een lichte en neutrale tegel met bijpassende vloertegels en beschikt over mechanische afzuiging en een designradiator.\n \nZolderverdieping\nVia een vaste trap kom je bij een grote zolderverdieping. Hier vind je naast twee slaapkamers, veel extra bergruimte, de CV-combiketel en een wastafelmeubel met spiegel en verlichting. \nDe zolderverdieping is aan de achterzijde voorzien van een grote dakkapel van kunststof, met draai- kiepramen en rolluiken. \nAan de voorzijde zijn twee grote Velux dakramen geplaatst.\n \nOverig\nDeze woning biedt als extra nog een ruim dakterras met windscherm en welke is betegeld met rubber terrastegels. \nDit dakterras bevindt zich boven de bijkeuken en een groot deel van de garage en is via de tuin bereikbaar met een vaste, RVS buitentrap. \nHet dakterras is gelegen op het zuidoosten en heeft de gehele dag zon.\n \nBijzonderheden\nCV-combiketel (Nefit) 2002 \ngrote kunststof dakkapel met rolluiken 2010 \ngroot dakterras 2013\ndubbel glas \ngladde vloeren in het hele huis (flexxfloor, laminaat, tegels) \nafzuigkap 2014 \nkoelkast 2012\ncombi magnetron 2013\nbuitenschilderwerk 2015\nindien gewenst ook gemeubileerd te koop\n \nAanvaarding\nin overleg\n\n**Voor meer info en alle foto's, Google op AANTREKKELIJKHUIS**"", 'Voorzieningen': 'mechanische ventilatie, rolluiken en buitenzonwering', 'WarmWater': 'C.V.-ketel', 'WoonOppervlakte': 116, 'EersteHuurPrijs': None, 'EersteHuurPrijsLang': None, 'EersteKoopPrijs': 0, 'EersteKoopPrijsLang': '', 'HuurPrijs': None, 'HuurPrijsLang': None, 'KoopPrijs': 215000, 'KoopPrijsLang': '<[KoopPrijs]> <{kosten koper|kort}>', 'ShortURL': 'http://funda.nl/85831971', 'Tuin': 'achtertuin', 'VeilingGeformatteerd': None}",3022972,koop
"{'AangebodenSindsTekst': '4 weken', 'AanmeldDatum': '/Date(1262300400000+0100)/', 'AantalBeschikbaar': None, 'AantalKamers': 4, 'AantalKavels': None, 'Aanvaarding': 'In overleg', 'Adres': 'Sloestraat 33', 'Afstand': 0, 'BronCode': 'VBO', 'ChildrenObjects': [], 'DatumAanvaarding': None, 'DatumOndertekeningAkte': None, 'Foto': 'http://cloud.funda.nl/valentina_media/082/749/258_klein.jpg', 'FotoLarge': 'http://cloud.funda.nl/valentina_media/082/749/258_groot.jpg', 'FotoLargest': 'http://cloud.funda.nl/valentina_media/082/749/258_grotere.jpg', 'FotoMedium': 'http://cloud.funda.nl/valentina_media/082/749/258_middel.jpg', 'FotoSecure': 'http://cloud.funda.nl/valentina_media/082/749/258_klein.jpg', 'GewijzigdDatum': '/Date(1499384101000+0200)/', 'GlobalId': 3867973, 'GroupByObjectType': '3304812d-f50a-49f2-9f10-6d93f814f70b', 'Heeft360GradenFoto': False, 'HeeftBrochure': False, 'HeeftOpenhuizenTopper': False, 'HeeftOverbruggingsgrarantie': False, 'HeeftPlattegrond': False, 'HeeftTophuis': False, 'HeeftVeiling': False, 'HeeftVideo': False, 'HuurPrijsTot': None, 'Huurprijs': None, 'HuurprijsFormaat': None, 'Id': 3867973, 'InUnitsVanaf': None, 'IndProjectObjectType': False, 'IndTransactieMakelaarTonen': None, 'IsSearchable': True, 'IsVerhuurd': False, 'IsVerkocht': False, 'IsVerkochtOfVerhuurd': False, 'Koopprijs': 137500, 'KoopprijsFormaat': '<[KoopPrijs]> <{kosten koper|kort}>', 'KoopprijsTot': None, 'MakelaarId': 62459, 'MakelaarNaam': 'Van den Ouden Makelaardij v.o.f.', 'MobileURL': 'http://m.funda.nl/koop/lewedorp/huis-85676972-sloestraat-33/', 'Note': None, 'OpenHuis': [], 'Oppervlakte': 0, 'Perceeloppervlakte': 194, 'Postcode': '4456AN', 'Prijs': {'GeenExtraKosten': None, 'HuurAbbreviation': '', 'Huurprijs': None, 'HuurprijsOpAanvraag': '', 'HuurprijsTot': None, 'KoopAbbreviation': 'k.k.', 'Koopprijs': 137500, 'KoopprijsOpAanvraag': '', 'KoopprijsTot': None, 'OriginelePrijs': None, 'VeilingText': ''}, 'PrijsGeformatteerdHtml': '<span class=""price-wrapper""><span class=""price"">&euro;&nbsp;137.500</span> <abbr class=""price-ext"">k.k.</abbr></span>', 'PrijsGeformatteerdTextHuur': '<span class=""price-wrapper""><span class=""price"">&euro;&nbsp;137.500</span> <abbr class=""price-ext"">k.k.</abbr></span>', 'PrijsGeformatteerdTextKoop': '<span class=""price-wrapper""><span class=""price"">&euro;&nbsp;137.500</span> <abbr class=""price-ext"">k.k.</abbr></span>', 'Producten': [], 'Project': None, 'ProjectNaam': None, 'PromoLabel': {'HasPromotionLabel': False, 'PromotionPhotos': [], 'PromotionPhotosSecure': None, 'PromotionType': 0, 'RibbonColor': 0, 'RibbonText': None, 'Tagline': None}, 'PublicatieDatum': '/Date(1499384101000+0200)/', 'PublicatieStatus': 0, 'SavedDate': None, 'Soort-aanbod': 'woonhuis', 'SoortAanbod': 10, 'StartOplevering': None, 'TimeAgoText': None, 'TransactieAfmeldDatum': None, 'TransactieMakelaarId': None, 'TransactieMakelaarNaam': None, 'TypeProject': 0, 'URL': 'http://www.funda.nl/koop/lewedorp/huis-85676972-sloestraat-33/', 'VerkoopStatus': 'Beschikbaar', 'WGS84_X': 3.751742, 'WGS84_Y': 51.49465, 'WoonOppervlakteTot': 100, 'Woonoppervlakte': 100, 'Woonplaats': 'Lewedorp', 'ZoekType': [10], 'AangebodenSinds': '/Date(1499384101000+0200)/', 'AantalBadkamers': None, 'AantalSlaapkamers': None, 'AantalWoonlagen': '2 woonlagen', 'AfgekochtDatum': None, 'BalkonDakterras': None, 'BedrijfsruimteCombinatieObject': None, 'BezichtingDagdelen': [], 'BezichtingDagen': [], 'BijdrageVVE': None, 'Bijzonderheden': 'gestoffeerd', 'Bouwjaar': '1964', 'Bouwvorm': 'bestaande bouw', 'ContactpersoonEmail': '', 'ContactpersoonTelefoon': '', 'Cv': 'Junkers Eurostar ( combiketel uit 2000)', 'Deeplink': None, 'DetailInfo': {'HasPromotionLabel': False, 'PromotionLabelType': 0, 'RibbonColor': 0, 'RibbonText': None, 'Tagline': None}, 'EigendomsSituatie': None, 'Energielabel': {'Definitief': False, 'Index': None, 'Label': 'F', 'NietBeschikbaar': False, 'NietVerplicht': False}, 'ErfpachtBedrag': 0, 'Garage': None, 'GarageIsolatie': None, 'GarageVoorzieningen': None, 'GelegenOp': None, 'HoofdFoto': 'http://cloud.funda.nl/valentina_media/082/749/258_groot.jpg', 'HoofdFotoSecure': 'http://cloud.funda.nl/valentina_media/082/749/258_groot.jpg', 'HoofdTuinType': 'achtertuin', 'IndBasisPlaatsing': False, 'IndFotos': True, 'IndIpix': False, 'IndOpenhuizenTopper': False, 'IndPDF': False, 'IndPlattegrond': False, 'IndTop': False, 'IndVeilingProduct': False, 'IndVideo': False, 'Inhoud': 234, 'InternalId': '3304812d-f50a-49f2-9f10-6d93f814f70b', 'IsIngetrokken': False, 'Isolatie': 'gedeeltelijk dubbel glas', 'Kenmerken': [], 'KenmerkenKort': {'Ad': None, 'Kenmerken': [{'Naam': 'Vraagprijs', 'NaamCss': None, 'Waarde': '<span class=""price-wrapper"">€\xa0137.500 k.k.</span>', 'WaardeCss': None}, {'Naam': 'Aangeboden sinds', 'NaamCss': None, 'Waarde': '4 weken', 'WaardeCss': None}, {'Naam': 'Soort appartement', 'NaamCss': None, 'Waarde': 'Eengezinswoning, hoekwoning', 'WaardeCss': None}, {'Naam': 'Woonoppervlakte', 'NaamCss': None, 'Waarde': '100&nbsp;m&sup2;', 'WaardeCss': None}, {'Naam': 'Aantal kamers', 'NaamCss': None, 'Waarde': '4 kamers (3 slaapkamers)', 'WaardeCss': None}, {'Naam': 'Inhoud', 'NaamCss': None, 'Waarde': '234&nbsp;m&sup3;', 'WaardeCss': None}, {'Naam': 'Bouwvorm', 'NaamCss': None, 'Waarde': 'Bestaande bouw', 'WaardeCss': None}, {'Naam': 'Bouwjaar', 'NaamCss': None, 'Waarde': '1964', 'WaardeCss': None}], 'SubKenmerk': None, 'Titel': None}, 'KenmerkenTitel': '', 'Ligging': '', 'Makelaar': 'Van den Ouden Makelaardij v.o.f.', 'MakelaarTelefoon': '0111-420020', 'MedeAanbieders': [], 'Media': [], 'Media-Foto': [], 'ObjectType': 'woonhuis', 'ObjectTypeMetVoorvoegsel': 'deze woning', 'OpenHuizen': [], 'PerceelOppervlakte': 194, 'PermanenteBewoning': 'permanente bewoning is toegestaan', 'Plaats': 'Lewedorp', 'PrijsGeformatteerd': '<span class=""price-wrapper""><span class=""price"">&euro;&nbsp;137.500</span> <abbr class=""price-ext"">k.k.</abbr></span>', 'SchuurBerging': 'vrijstaande stenen', 'SchuurBergingIsolatie': None, 'SchuurBergingVoorzieningen': 'verwarming', 'ScrambledId': '85676972', 'ServiceKosten': None, 'SoortDak': 'zadeldak bedekt met dakpannen', 'SoortGarage': 'eengezinswoning, hoekwoning', 'SoortParkeergelegenheid': 'eengezinswoning, hoekwoning', 'SoortPlaatsing': 1, 'SoortWoning': 'eengezinswoning, hoekwoning', 'Titels': [{'Omschrijving': 'Huis te koop: Sloestraat 33 4456 AN Lewedorp', 'Pagina': 0}, {'Omschrijving': 'Huis te koop: Sloestraat 33 4456 AN Lewedorp - Omschrijving', 'Pagina': 1}, {'Omschrijving': 'Huis te koop: Sloestraat 33 4456 AN Lewedorp - Kenmerken', 'Pagina': 2}, {'Omschrijving': ""Huis te koop: Sloestraat 33 4456 AN Lewedorp - Foto's"", 'Pagina': 3}, {'Omschrijving': 'Huis te koop: Sloestraat 33 4456 AN Lewedorp - Buurtinformatie', 'Pagina': 4}, {'Omschrijving': ""Huis te koop: Sloestraat 33 4456 AN Lewedorp - Foto's"", 'Pagina': 5}, {'Omschrijving': 'Huis te koop: Sloestraat 33 4456 AN Lewedorp - Kaart', 'Pagina': 6}, {'Omschrijving': 'Huis te koop: Sloestraat 33 4456 AN Lewedorp - Hypotheek', 'Pagina': 7}, {'Omschrijving': 'Huis te koop: Sloestraat 33 4456 AN Lewedorp - Print', 'Pagina': 8}, {'Omschrijving': ""Huis te koop: Sloestraat 33 4456 AN Lewedorp - 360&deg; foto's"", 'Pagina': 9}, {'Omschrijving': 'Huis te koop: Sloestraat 33 4456 AN Lewedorp - Video', 'Pagina': 10}, {'Omschrijving': 'Huis te koop: Sloestraat 33 4456 AN Lewedorp - Plattegrond', 'Pagina': 11}, {'Omschrijving': 'Huis te koop: Sloestraat 33 4456 AN Lewedorp - Slideshow', 'Pagina': 12}, {'Omschrijving': 'Huis te koop: Sloestraat 33 4456 AN Lewedorp - Reageer', 'Pagina': 13}, {'Omschrijving': 'Huis te koop: Sloestraat 33 4456 AN Lewedorp - Bezichtiging', 'Pagina': 14}, {'Omschrijving': 'Huis te koop: Sloestraat 33 4456 AN Lewedorp - Brochure', 'Pagina': 15}, {'Omschrijving': 'Huis te koop: Sloestraat 33 4456 AN Lewedorp - Voorwaarden', 'Pagina': 16}, {'Omschrijving': 'Huis te koop: Sloestraat 33 4456 AN Lewedorp - Openhuis', 'Pagina': 17}, {'Omschrijving': 'Huis te koop: Sloestraat 33 4456 AN Lewedorp - Doorsturen', 'Pagina': 18}, {'Omschrijving': 'Huis te koop: Sloestraat 33 4456 AN Lewedorp - Routeplanner', 'Pagina': 19}, {'Omschrijving': 'Huis te koop: Sloestraat 33 4456 AN Lewedorp - Kadaster', 'Pagina': 20}, {'Omschrijving': 'Huis te koop: Sloestraat 33 4456 AN Lewedorp - Overbruggingsgarantie', 'Pagina': 21}, {'Omschrijving': 'Huis te koop: Sloestraat 33 4456 AN Lewedorp - CarrouselBanner', 'Pagina': 22}, {'Omschrijving': 'Huis te koop: Sloestraat 33 4456 AN Lewedorp - Carrousel', 'Pagina': 23}, {'Omschrijving': 'Huis te koop: Sloestraat 33 4456 AN Lewedorp - MeldEenFout', 'Pagina': 24}, {'Omschrijving': 'Huis te koop: Sloestraat 33 4456 AN Lewedorp - Woningtypen', 'Pagina': 25}], 'ToonBezichtigingMaken': False, 'ToonBrochureAanvraag': True, 'ToonMakelaarWoningaanbod': False, 'ToonReageren': True, 'TuinLigging': None, 'Veiling': {'EindDatum': None, 'Link': None, 'StartDatum': None, 'VeilingPartij': None}, 'Verwarming': 'C.V.-ketel', 'Video': None, 'VolledigeOmschrijving': 'Je bent starter, maar iedereen roept maar dat het slechter gaat met de huizenmarkt en dat het nog minder goed zal gaan! Als starter weet je dan ook niet goed wat je moet doen. Wat je wel weet is dat je een eigen huis wilt! Wij zullen je eens wat positiefs vertellen. Als jij starter bent, en je bent een beetje handig met klussen is dit wat bij jou past. Een leuke hoekwoning welke heel wat ruimte heeft te bieden, en wat met enige modernisering een paleisje wordt. \n\nOmschrijving\nDe hal is v.v. meterkast, toilet en geeft toegang tot de woonkamer, keuken en 1e verdieping. De woonkamer is v.v. een laminaatvloer en aan de voorkant een raam wat zorgt voor lichtinval en je hebt zicht op de straat. De keuken is in hoekopstelling gesitueerd en is v.v. diverse inbouwapparatuur zoals een koelkast, vriezer, afzuigkap, 4 pitsgaskomfoor en een elektrische oven. Moet je eens bedenken dat als je hier zelf je creativiteit in stopt wat een leuke woonkeuken dit wordt. Misschien wil je er wel een toog inmaken met toegang naar de kamer. Dit zou een ruimtelijk gevoel geven. \nWat heb jij voor idee?\n\n\nEerste verdieping\nDeze verdieping is v.v. 3 slaapkamers en een doucheruimte. \n\nTuin\nVanuit de woonkeuken is er toegang tot de tuin. De tuin is op het zuiden gelegen en is v.v. een berging. De zou je bijvoorbeeld kunnen moderniseren om hier een veranda van te maken. Wat is jou idee? Om nog een pluspunt van de woning te noemen is dat deze v.v. kunststof kozijnen welke onderhoudsvrij zijn, en je hier dus weinig tot geen omkijken naar hebt. Verder zijn er vele voorzieningen nabij Lewedorp, en zijn steden zoals Goes, Middelburg en Vlissingen goed te bereiken. Tot binnenkort!', 'Voorzieningen': None, 'WarmWater': 'C.V.-ketel', 'WoonOppervlakte': 100, 'EersteHuurPrijs': None, 'EersteHuurPrijsLang': None, 'EersteKoopPrijs': None, 'EersteKoopPrijsLang': None, 'HuurPrijs': None, 'HuurPrijsLang': None, 'KoopPrijs': 137500, 'KoopPrijsLang': '<[KoopPrijs]> <{kosten koper|kort}>', 'ShortURL': 'http://funda.nl/85676972', 'Tuin': 'achtertuin en voortuin', 'VeilingGeformatteerd': None}",3867973,koop
